family_Size,number of weekend nights,number of week nights,type of meal,car parking space,room type,lead time,market segment type,date of reservation,booking status
2,0,2,Meal Plan 2,0,Room_Type 1,74,Offline,9/18/2017,Not_Canceled
1,0,3,Meal Plan 2,0,Room_Type 1,34,Offline,9/23/2017,Not_Canceled
2,0,2,Meal Plan 2,0,Room_Type 1,14,Offline,9/17/2017,Not_Canceled
2,1,0,Meal Plan 1,0,Room_Type 1,19,Offline,9/19/2018,Not_Canceled
1,1,0,Meal Plan 1,0,Room_Type 4,61,Offline,12/19/2018,Not_Canceled
2,1,4,Meal Plan 1,0,Room_Type 1,336,Offline,9/21/2018,Not_Canceled
2,2,2,Meal Plan 1,0,Room_Type 1,56,Offline,9/25/2017,Not_Canceled
2,0,1,Meal Plan 1,0,Room_Type 1,41,Offline,12/27/2018,Not_Canceled
1,0,2,Meal Plan 1,0,Room_Type 1,192,Offline,6/24/2018,Not_Canceled
2,1,2,Meal Plan 1,0,Room_Type 1,8,Offline,2/19/2018,Not_Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,44,Offline,2/17/2018,Not_Canceled
2,1,0,Meal Plan 1,0,Room_Type 1,13,Offline,3/20/2018,Not_Canceled
1,2,2,Meal Plan 1,0,Room_Type 1,169,Offline,4/22/2018,Not_Canceled
2,0,2,Meal Plan 1,0,Room_Type 1,86,Offline,9/24/2017,Not_Canceled
1,0,2,Meal Plan 2,0,Room_Type 1,273,Offline,7/17/2017,Not_Canceled
2,0,1,Meal Plan 1,0,Room_Type 1,44,Offline,4/29/2018,Not_Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,2,Offline,2/17/2018,Not_Canceled
2,0,2,Meal Plan 2,0,Room_Type 1,102,Offline,10/16/2017,Not_Canceled
1,1,0,Meal Plan 1,0,Room_Type 1,4,Offline,6/20/2018,Not_Canceled
2,1,2,Not Selected,0,Room_Type 1,3,Offline,6/17/2018,Not_Canceled
2,1,1,Meal Plan 1,0,Room_Type 1,61,Offline,10/26/2017,Not_Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,37,Offline,10/13/2018,Not_Canceled
3,1,3,Meal Plan 1,0,Room_Type 1,77,Offline,5/16/2018,Not_Canceled
2,1,4,Meal Plan 1,0,Room_Type 1,154,Offline,5/30/2018,Not_Canceled
2,1,2,Meal Plan 1,0,Room_Type 1,186,Offline,4/22/2018,Not_Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,90,Offline,4/21/2018,Not_Canceled
2,0,4,Meal Plan 1,0,Room_Type 1,12,Offline,2/16/2018,Not_Canceled
2,0,2,Meal Plan 2,0,Room_Type 1,74,Offline,9/18/2017,Not_Canceled
2,0,4,Meal Plan 1,0,Room_Type 1,159,Offline,12/29/2017,Not_Canceled
2,2,5,Meal Plan 1,0,Room_Type 1,198,Offline,10/22/2018,Not_Canceled
2,1,3,Meal Plan 1,0,Room_Type 1,115,Offline,8/22/2018,Not_Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,50,Offline,1/14/2018,Not_Canceled
2,1,2,Meal Plan 1,0,Room_Type 1,5,Offline,10/19/2017,Not_Canceled
1,0,3,Meal Plan 1,0,Room_Type 1,151,Offline,1/19/2018,Not_Canceled
2,0,2,Meal Plan 1,0,Room_Type 1,79,Offline,11/13/2017,Not_Canceled
1,0,1,Meal Plan 1,0,Room_Type 1,59,Offline,1/28/2018,Not_Canceled
1,0,1,Meal Plan 1,0,Room_Type 1,53,Offline,10/14/2018,Not_Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,143,Offline,8/25/2018,Not_Canceled
2,0,4,Meal Plan 1,0,Room_Type 1,2,Offline,1/27/2018,Not_Canceled
2,0,2,Meal Plan 1,0,Room_Type 1,48,Offline,9/14/2018,Not_Canceled
2,0,2,Meal Plan 2,0,Room_Type 1,0,Offline,8/14/2017,Not_Canceled
3,2,1,Meal Plan 1,0,Room_Type 1,87,Offline,12/17/2018,Not_Canceled
2,0,2,Meal Plan 2,0,Room_Type 1,0,Offline,8/14/2017,Not_Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,162,Offline,9/17/2017,Not_Canceled
2,2,2,Meal Plan 1,0,Room_Type 5,90,Offline,5/20/2018,Not_Canceled
1,0,2,Meal Plan 1,0,Room_Type 1,151,Offline,1/19/2018,Not_Canceled
1,0,2,Meal Plan 1,0,Room_Type 1,192,Offline,6/24/2018,Not_Canceled
2,1,1,Meal Plan 2,0,Room_Type 1,7,Offline,5/21/2018,Not_Canceled
2,0,4,Meal Plan 1,0,Room_Type 1,63,Offline,4/26/2018,Not_Canceled
2,0,5,Not Selected,0,Room_Type 1,4,Offline,3/15/2018,Not_Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,255,Offline,12/27/2018,Not_Canceled
3,2,2,Meal Plan 2,0,Room_Type 1,78,Offline,10/21/2018,Not_Canceled
2,2,2,Meal Plan 1,0,Room_Type 1,81,Offline,10/22/2018,Not_Canceled
2,0,5,Meal Plan 1,0,Room_Type 1,140,Offline,12/29/2017,Not_Canceled
2,0,2,Meal Plan 1,0,Room_Type 4,0,Offline,6/17/2018,Not_Canceled
2,0,2,Meal Plan 2,0,Room_Type 1,30,Offline,9/30/2017,Not_Canceled
3,2,2,Meal Plan 1,0,Room_Type 1,53,Offline,9/17/2018,Not_Canceled
1,0,2,Meal Plan 1,0,Room_Type 1,1,Offline,9/30/2017,Not_Canceled
1,2,3,Meal Plan 1,0,Room_Type 1,359,Offline,10/14/2018,Not_Canceled
1,2,3,Meal Plan 1,0,Room_Type 1,212,Offline,5/20/2018,Not_Canceled
1,0,2,Meal Plan 1,0,Room_Type 1,192,Offline,6/24/2018,Not_Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,37,Offline,10/13/2018,Not_Canceled
2,0,3,Meal Plan 2,0,Room_Type 1,13,Offline,9/30/2017,Not_Canceled
1,1,5,Meal Plan 1,0,Room_Type 1,124,Offline,3/15/2018,Not_Canceled
2,0,3,Not Selected,0,Room_Type 1,15,Offline,4/13/2018,Not_Canceled
2,2,3,Meal Plan 1,0,Room_Type 1,24,Offline,12/24/2017,Not_Canceled
2,0,2,Meal Plan 1,0,Room_Type 1,122,Offline,4/15/2018,Not_Canceled
2,1,2,Meal Plan 1,0,Room_Type 1,32,Offline,2/26/2018,Not_Canceled
2,1,2,Meal Plan 1,0,Room_Type 1,59,Offline,11/14/2018,Not_Canceled
2,2,3,Meal Plan 1,0,Room_Type 4,68,Offline,4/17/2018,Not_Canceled
1,2,0,Meal Plan 1,0,Room_Type 1,2,Offline,9/20/2017,Not_Canceled
1,1,1,Meal Plan 1,0,Room_Type 1,4,Offline,2/22/2018,Not_Canceled
1,0,2,Meal Plan 2,0,Room_Type 1,292,Offline,7/21/2018,Not_Canceled
2,2,0,Meal Plan 1,0,Room_Type 1,26,Offline,10/16/2018,Not_Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,66,Offline,11/24/2018,Not_Canceled
3,1,2,Meal Plan 1,0,Room_Type 1,0,Offline,6/20/2018,Not_Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,44,Offline,2/17/2018,Not_Canceled
2,1,2,Meal Plan 2,0,Room_Type 1,31,Offline,8/22/2018,Not_Canceled
2,0,4,Not Selected,0,Room_Type 1,93,Offline,3/15/2018,Not_Canceled
2,0,2,Meal Plan 2,0,Room_Type 1,56,Offline,9/17/2017,Not_Canceled
3,1,1,Meal Plan 2,0,Room_Type 4,71,Offline,10/22/2018,Not_Canceled
2,1,0,Meal Plan 1,0,Room_Type 1,3,Offline,9/25/2018,Not_Canceled
1,0,2,Meal Plan 1,0,Room_Type 1,0,Offline,10/30/2017,Not_Canceled
1,0,2,Meal Plan 1,0,Room_Type 1,192,Offline,6/24/2018,Not_Canceled
2,1,2,Meal Plan 1,0,Room_Type 4,35,Offline,10/30/2017,Not_Canceled
2,2,5,Meal Plan 1,0,Room_Type 1,31,Offline,3/17/2018,Not_Canceled
2,0,2,Meal Plan 2,0,Room_Type 1,102,Offline,10/16/2017,Not_Canceled
2,2,2,Meal Plan 1,0,Room_Type 1,95,Offline,7/15/2018,Not_Canceled
2,1,4,Meal Plan 1,0,Room_Type 1,106,Offline,7/13/2018,Not_Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,9,Offline,4/20/2018,Not_Canceled
2,0,4,Meal Plan 1,0,Room_Type 4,92,Offline,12/22/2017,Not_Canceled
1,0,1,Meal Plan 2,0,Room_Type 1,67,Offline,7/26/2018,Not_Canceled
2,0,4,Meal Plan 1,0,Room_Type 1,245,Offline,9/28/2018,Not_Canceled
2,0,2,Meal Plan 2,0,Room_Type 1,39,Offline,8/14/2017,Not_Canceled
1,0,3,Meal Plan 1,0,Room_Type 1,15,Offline,2/18/2018,Not_Canceled
2,1,0,Meal Plan 1,0,Room_Type 1,263,Offline,9/21/2017,Not_Canceled
2,2,5,Meal Plan 1,0,Room_Type 1,83,Offline,4/20/2018,Not_Canceled
2,0,2,Meal Plan 2,0,Room_Type 1,86,Offline,9/24/2017,Not_Canceled
2,2,3,Meal Plan 1,0,Room_Type 4,16,Offline,8/28/2018,Not_Canceled
2,0,2,Meal Plan 2,0,Room_Type 1,39,Offline,8/14/2017,Not_Canceled
2,0,1,Meal Plan 2,0,Room_Type 1,72,Offline,9/18/2017,Not_Canceled
2,0,2,Meal Plan 2,0,Room_Type 1,39,Offline,8/14/2017,Not_Canceled
2,0,3,Meal Plan 2,0,Room_Type 4,1,Offline,3/15/2018,Not_Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,50,Offline,1/14/2018,Not_Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,143,Offline,8/25/2018,Not_Canceled
1,2,1,Meal Plan 2,0,Room_Type 1,122,Offline,3/27/2018,Not_Canceled
2,1,5,Meal Plan 1,0,Room_Type 1,18,Offline,2/22/2018,Not_Canceled
1,2,5,Meal Plan 1,0,Room_Type 4,29,Offline,9/17/2017,Not_Canceled
2,2,3,Meal Plan 1,0,Room_Type 1,269,Offline,12/29/2018,Not_Canceled
2,0,2,Meal Plan 2,0,Room_Type 1,102,Offline,10/16/2017,Not_Canceled
2,2,2,Meal Plan 1,0,Room_Type 1,2,Offline,4/17/2018,Not_Canceled
1,1,3,Not Selected,0,Room_Type 1,87,Offline,5/26/2018,Not_Canceled
2,1,4,Meal Plan 1,0,Room_Type 1,148,Offline,12/30/2017,Not_Canceled
2,2,2,Meal Plan 1,0,Room_Type 1,75,Offline,2/20/2018,Not_Canceled
1,2,2,Meal Plan 1,0,Room_Type 1,115,Offline,2/27/2018,Not_Canceled
1,0,2,Meal Plan 1,0,Room_Type 1,32,Offline,11/20/2017,Not_Canceled
3,0,2,Meal Plan 1,0,Room_Type 5,48,Offline,9/14/2018,Not_Canceled
2,2,2,Meal Plan 1,0,Room_Type 1,74,Offline,9/16/2018,Not_Canceled
1,0,2,Meal Plan 2,0,Room_Type 1,292,Offline,7/21/2018,Not_Canceled
2,0,2,Meal Plan 1,0,Room_Type 1,256,Offline,8/26/2018,Not_Canceled
2,0,4,Meal Plan 1,0,Room_Type 1,270,Offline,4/20/2018,Not_Canceled
2,2,1,Meal Plan 1,0,Room_Type 4,31,Offline,10/25/2017,Not_Canceled
2,0,2,Meal Plan 1,0,Room_Type 1,68,Offline,9/29/2017,Not_Canceled
3,2,1,Meal Plan 1,0,Room_Type 1,148,Offline,8/21/2018,Not_Canceled
1,0,3,Meal Plan 1,0,Room_Type 1,151,Offline,1/19/2018,Not_Canceled
2,1,2,Meal Plan 1,0,Room_Type 4,189,Offline,3/25/2018,Not_Canceled
1,1,4,Meal Plan 1,0,Room_Type 1,64,Offline,9/14/2018,Not_Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,64,Offline,9/28/2018,Not_Canceled
1,0,2,Meal Plan 1,0,Room_Type 1,151,Offline,1/19/2018,Not_Canceled
2,0,3,Meal Plan 2,0,Room_Type 1,85,Offline,9/30/2017,Not_Canceled
2,0,2,Meal Plan 2,0,Room_Type 1,74,Offline,9/18/2017,Not_Canceled
1,1,0,Not Selected,0,Room_Type 1,3,Offline,6/27/2018,Not_Canceled
2,1,2,Meal Plan 1,0,Room_Type 1,186,Offline,4/22/2018,Not_Canceled
2,0,2,Meal Plan 1,0,Room_Type 1,86,Offline,9/24/2017,Not_Canceled
2,1,4,Meal Plan 1,0,Room_Type 1,17,Offline,12/21/2017,Not_Canceled
2,0,2,Meal Plan 2,0,Room_Type 1,39,Offline,8/14/2017,Not_Canceled
3,0,3,Meal Plan 1,0,Room_Type 1,111,Offline,4/26/2018,Not_Canceled
2,2,2,Meal Plan 1,0,Room_Type 1,226,Offline,10/29/2018,Not_Canceled
2,1,2,Meal Plan 1,0,Room_Type 1,28,Offline,12/30/2018,Not_Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,335,Offline,10/13/2018,Not_Canceled
1,0,3,Meal Plan 1,0,Room_Type 1,71,Offline,6/14/2018,Not_Canceled
2,2,1,Meal Plan 1,0,Room_Type 1,148,Offline,8/21/2018,Not_Canceled
1,1,2,Meal Plan 1,0,Room_Type 1,256,Offline,9/14/2017,Not_Canceled
1,0,2,Meal Plan 1,0,Room_Type 1,32,Offline,11/20/2017,Not_Canceled
2,2,1,Meal Plan 1,0,Room_Type 1,40,Offline,12/26/2017,Not_Canceled
2,0,5,Meal Plan 1,0,Room_Type 1,140,Offline,12/29/2017,Not_Canceled
1,2,3,Meal Plan 1,0,Room_Type 1,1,Offline,9/25/2017,Not_Canceled
2,2,8,Meal Plan 1,0,Room_Type 1,64,Offline,8/23/2018,Not_Canceled
2,1,1,Meal Plan 1,0,Room_Type 1,60,Offline,9/21/2017,Not_Canceled
2,0,2,Meal Plan 1,0,Room_Type 1,34,Offline,10/13/2017,Not_Canceled
3,2,4,Meal Plan 2,0,Room_Type 1,47,Offline,10/25/2017,Not_Canceled
1,0,3,Meal Plan 1,0,Room_Type 1,335,Offline,10/13/2018,Not_Canceled
2,0,4,Meal Plan 2,0,Room_Type 1,100,Offline,9/28/2018,Not_Canceled
2,0,2,Meal Plan 2,0,Room_Type 1,74,Offline,9/18/2017,Not_Canceled
1,0,3,Meal Plan 1,0,Room_Type 1,174,Offline,9/22/2018,Not_Canceled
3,0,3,Meal Plan 1,0,Room_Type 1,42,Offline,3/22/2018,Not_Canceled
2,1,3,Meal Plan 1,0,Room_Type 1,32,Offline,10/24/2018,Not_Canceled
1,0,2,Meal Plan 1,0,Room_Type 1,192,Offline,6/24/2018,Not_Canceled
2,0,2,Meal Plan 2,0,Room_Type 1,39,Offline,8/14/2017,Not_Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,98,Offline,12/29/2017,Not_Canceled
1,1,2,Meal Plan 1,0,Room_Type 1,2,Offline,9/21/2017,Not_Canceled
2,0,3,Meal Plan 1,0,Room_Type 4,40,Offline,10/28/2017,Not_Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,44,Offline,2/17/2018,Not_Canceled
2,1,2,Meal Plan 1,0,Room_Type 1,70,Offline,1/15/2018,Not_Canceled
1,0,1,Meal Plan 1,0,Room_Type 1,6,Offline,10/29/2017,Not_Canceled
2,2,2,Meal Plan 1,0,Room_Type 1,72,Offline,2/13/2018,Not_Canceled
1,0,2,Meal Plan 2,0,Room_Type 1,102,Offline,10/16/2017,Not_Canceled
2,2,3,Meal Plan 1,0,Room_Type 1,108,Offline,7/30/2018,Not_Canceled
1,0,1,Meal Plan 1,0,Room_Type 1,28,Offline,10/29/2017,Not_Canceled
2,1,3,Not Selected,0,Room_Type 1,48,Offline,7/25/2018,Not_Canceled
2,0,5,Meal Plan 1,0,Room_Type 1,140,Offline,12/29/2017,Not_Canceled
2,2,3,Meal Plan 1,0,Room_Type 1,120,Offline,6/18/2018,Not_Canceled
2,2,1,Meal Plan 1,0,Room_Type 1,79,Offline,12/19/2017,Not_Canceled
2,0,2,Meal Plan 2,0,Room_Type 1,56,Offline,9/17/2017,Not_Canceled
2,2,1,Meal Plan 1,0,Room_Type 1,44,Offline,4/23/2018,Not_Canceled
1,2,2,Meal Plan 1,0,Room_Type 1,115,Offline,2/27/2018,Not_Canceled
2,2,1,Meal Plan 1,0,Room_Type 1,75,Offline,6/26/2018,Not_Canceled
2,0,2,Meal Plan 2,0,Room_Type 1,39,Offline,8/14/2017,Not_Canceled
2,1,2,Meal Plan 1,0,Room_Type 1,86,Offline,5/20/2018,Not_Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,37,Offline,10/13/2018,Not_Canceled
1,0,3,Meal Plan 1,0,Room_Type 1,63,Offline,1/19/2018,Not_Canceled
1,0,2,Meal Plan 2,0,Room_Type 1,346,Offline,9/13/2018,Not_Canceled
1,0,1,Meal Plan 1,0,Room_Type 4,3,Offline,4/29/2018,Not_Canceled
1,0,1,Meal Plan 1,0,Room_Type 1,28,Offline,10/29/2017,Not_Canceled
1,0,1,Meal Plan 1,0,Room_Type 1,152,Offline,1/20/2018,Not_Canceled
2,0,1,Meal Plan 2,0,Room_Type 1,2,Offline,9/30/2017,Not_Canceled
1,0,2,Meal Plan 1,0,Room_Type 1,32,Offline,11/20/2017,Not_Canceled
2,1,2,Meal Plan 1,0,Room_Type 1,1,Offline,6/17/2018,Not_Canceled
2,0,2,Meal Plan 1,0,Room_Type 1,60,Offline,11/18/2018,Not_Canceled
1,0,3,Meal Plan 1,0,Room_Type 1,151,Offline,1/19/2018,Not_Canceled
2,1,2,Meal Plan 1,0,Room_Type 1,53,Offline,11/18/2018,Not_Canceled
1,0,3,Meal Plan 1,0,Room_Type 1,97,Offline,12/29/2017,Not_Canceled
2,1,1,Meal Plan 1,0,Room_Type 1,60,Offline,9/21/2017,Not_Canceled
1,2,3,Meal Plan 1,0,Room_Type 1,149,Offline,1/17/2018,Not_Canceled
2,0,2,Meal Plan 1,0,Room_Type 1,22,Offline,5/20/2018,Not_Canceled
2,0,1,Meal Plan 1,0,Room_Type 1,14,Offline,4/29/2018,Not_Canceled
2,0,1,Meal Plan 2,0,Room_Type 1,102,Offline,10/16/2017,Not_Canceled
2,0,2,Meal Plan 2,0,Room_Type 1,39,Offline,8/14/2017,Not_Canceled
2,2,2,Meal Plan 1,0,Room_Type 1,81,Offline,3/18/2018,Not_Canceled
2,1,3,Meal Plan 1,0,Room_Type 1,127,Offline,4/28/2018,Not_Canceled
2,0,2,Meal Plan 2,0,Room_Type 1,39,Offline,8/14/2017,Not_Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,37,Offline,10/13/2018,Not_Canceled
2,0,2,Meal Plan 1,0,Room_Type 1,17,Offline,10/16/2017,Not_Canceled
1,0,1,Meal Plan 1,0,Room_Type 1,14,Offline,10/15/2017,Not_Canceled
1,0,3,Meal Plan 1,0,Room_Type 1,37,Offline,10/13/2018,Not_Canceled
1,0,2,Meal Plan 2,0,Room_Type 1,39,Offline,8/14/2017,Not_Canceled
2,0,2,Meal Plan 1,0,Room_Type 4,18,Offline,8/31/2018,Not_Canceled
2,0,3,Meal Plan 2,0,Room_Type 1,150,Offline,6/16/2018,Not_Canceled
1,0,3,Meal Plan 1,0,Room_Type 1,98,Offline,12/29/2017,Not_Canceled
2,2,5,Meal Plan 1,0,Room_Type 1,41,Offline,2/28/2018,Not_Canceled
1,1,0,Meal Plan 1,0,Room_Type 1,0,Offline,3/20/2018,Not_Canceled
2,2,2,Meal Plan 1,0,Room_Type 1,81,Offline,3/25/2018,Not_Canceled
2,2,2,Meal Plan 1,0,Room_Type 1,188,Offline,7/22/2018,Not_Canceled
2,0,2,Meal Plan 1,0,Room_Type 1,59,Offline,10/29/2017,Not_Canceled
2,2,1,Meal Plan 2,0,Room_Type 1,145,Offline,8/29/2017,Not_Canceled
2,2,4,Meal Plan 1,0,Room_Type 4,58,Offline,12/27/2017,Not_Canceled
2,1,2,Meal Plan 1,0,Room_Type 1,256,Offline,9/14/2017,Not_Canceled
1,0,2,Meal Plan 2,0,Room_Type 1,56,Offline,9/17/2017,Not_Canceled
1,0,2,Meal Plan 1,0,Room_Type 1,58,Offline,1/27/2018,Not_Canceled
3,2,3,Meal Plan 1,0,Room_Type 4,34,Offline,10/25/2017,Not_Canceled
2,0,2,Meal Plan 2,0,Room_Type 1,74,Offline,9/18/2017,Not_Canceled
1,0,2,Meal Plan 2,0,Room_Type 1,320,Offline,8/18/2018,Not_Canceled
2,2,1,Meal Plan 1,0,Room_Type 1,221,Offline,10/17/2017,Not_Canceled
2,1,1,Meal Plan 1,0,Room_Type 1,38,Offline,6/18/2018,Not_Canceled
1,0,3,Meal Plan 2,0,Room_Type 1,36,Offline,10/13/2017,Not_Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,37,Offline,10/13/2018,Not_Canceled
2,0,2,Meal Plan 2,0,Room_Type 1,74,Offline,9/18/2017,Not_Canceled
1,1,2,Meal Plan 1,0,Room_Type 1,11,Offline,10/19/2017,Not_Canceled
2,0,3,Meal Plan 2,0,Room_Type 1,150,Offline,6/16/2018,Not_Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,143,Offline,8/25/2018,Not_Canceled
2,1,1,Meal Plan 1,0,Room_Type 1,32,Offline,7/18/2018,Not_Canceled
2,0,1,Meal Plan 1,0,Room_Type 1,53,Offline,10/14/2018,Not_Canceled
2,0,2,Meal Plan 2,0,Room_Type 1,39,Offline,8/14/2017,Not_Canceled
2,0,2,Meal Plan 2,0,Room_Type 1,102,Offline,10/16/2017,Not_Canceled
2,2,3,Meal Plan 1,0,Room_Type 1,46,Offline,5/19/2018,Not_Canceled
2,2,1,Meal Plan 1,0,Room_Type 1,115,Offline,3/26/2018,Not_Canceled
1,0,1,Meal Plan 1,0,Room_Type 1,14,Offline,10/15/2017,Not_Canceled
1,2,1,Meal Plan 1,0,Room_Type 1,116,Offline,2/28/2018,Not_Canceled
2,0,3,Meal Plan 2,0,Room_Type 1,11,Offline,5/24/2018,Not_Canceled
2,0,2,Meal Plan 2,0,Room_Type 1,39,Offline,8/14/2017,Not_Canceled
2,2,4,Meal Plan 1,0,Room_Type 1,95,Offline,10/30/2018,Not_Canceled
1,0,3,Meal Plan 1,0,Room_Type 1,37,Offline,10/13/2018,Not_Canceled
1,0,2,Meal Plan 1,0,Room_Type 1,192,Offline,6/24/2018,Not_Canceled
3,3,5,Meal Plan 1,0,Room_Type 1,123,Offline,7/31/2018,Not_Canceled
1,0,1,Meal Plan 1,0,Room_Type 1,6,Offline,7/20/2018,Not_Canceled
2,1,2,Meal Plan 1,0,Room_Type 1,31,Offline,10/14/2018,Not_Canceled
1,1,3,Meal Plan 1,0,Room_Type 1,0,Offline,12/29/2018,Not_Canceled
1,2,1,Meal Plan 2,0,Room_Type 1,122,Offline,3/27/2018,Not_Canceled
2,0,2,Meal Plan 2,0,Room_Type 1,0,Offline,8/14/2017,Not_Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,58,Offline,11/16/2018,Not_Canceled
2,2,3,Meal Plan 1,0,Room_Type 1,26,Offline,10/16/2018,Not_Canceled
1,0,2,Meal Plan 2,0,Room_Type 1,102,Offline,10/16/2017,Not_Canceled
2,0,2,Meal Plan 2,0,Room_Type 1,39,Offline,8/14/2017,Not_Canceled
2,2,1,Meal Plan 2,0,Room_Type 1,145,Offline,8/29/2017,Not_Canceled
1,0,3,Meal Plan 1,0,Room_Type 1,174,Offline,9/22/2018,Not_Canceled
2,2,2,Meal Plan 1,0,Room_Type 1,115,Offline,2/27/2018,Not_Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,60,Offline,11/15/2018,Not_Canceled
1,0,3,Meal Plan 1,0,Room_Type 1,335,Offline,10/13/2018,Not_Canceled
2,2,2,Meal Plan 1,0,Room_Type 1,87,Offline,12/18/2018,Not_Canceled
2,1,1,Meal Plan 1,0,Room_Type 1,60,Offline,9/21/2017,Not_Canceled
2,1,0,Meal Plan 1,0,Room_Type 1,13,Offline,3/20/2018,Not_Canceled
2,0,2,Meal Plan 2,0,Room_Type 1,0,Offline,8/14/2017,Not_Canceled
2,1,3,Meal Plan 1,0,Room_Type 1,137,Offline,6/20/2018,Not_Canceled
3,2,2,Meal Plan 1,0,Room_Type 1,30,Offline,6/19/2018,Not_Canceled
2,0,2,Meal Plan 2,0,Room_Type 1,0,Offline,8/14/2017,Not_Canceled
1,2,3,Meal Plan 1,0,Room_Type 1,3,Offline,11/15/2017,Not_Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,73,Offline,11/24/2017,Not_Canceled
1,0,3,Meal Plan 1,0,Room_Type 1,151,Offline,1/19/2018,Not_Canceled
1,0,2,Meal Plan 2,0,Room_Type 1,320,Offline,8/18/2018,Not_Canceled
2,0,5,Meal Plan 1,0,Room_Type 1,53,Offline,3/29/2018,Not_Canceled
3,2,2,Meal Plan 1,0,Room_Type 1,80,Offline,3/25/2018,Not_Canceled
3,1,3,Meal Plan 1,0,Room_Type 1,105,Offline,7/21/2018,Not_Canceled
2,2,5,Meal Plan 1,0,Room_Type 1,41,Offline,12/27/2018,Not_Canceled
2,2,3,Meal Plan 1,0,Room_Type 4,11,Offline,9/20/2017,Not_Canceled
2,1,2,Meal Plan 1,0,Room_Type 1,86,Offline,5/20/2018,Not_Canceled
2,1,4,Not Selected,0,Room_Type 1,74,Offline,8/29/2018,Not_Canceled
2,2,3,Meal Plan 1,0,Room_Type 1,33,Offline,9/26/2017,Not_Canceled
1,0,2,Meal Plan 1,0,Room_Type 1,32,Offline,11/20/2017,Not_Canceled
2,2,1,Meal Plan 1,0,Room_Type 1,6,Offline,8/28/2018,Not_Canceled
2,0,2,Meal Plan 1,0,Room_Type 1,32,Offline,11/20/2017,Not_Canceled
1,0,2,Meal Plan 1,0,Room_Type 1,8,Offline,2/23/2018,Not_Canceled
2,2,4,Meal Plan 1,0,Room_Type 1,167,Offline,8/18/2018,Not_Canceled
2,1,4,Meal Plan 1,0,Room_Type 4,105,Offline,1/25/2018,Not_Canceled
2,0,2,Meal Plan 2,0,Room_Type 1,74,Offline,9/18/2017,Not_Canceled
2,0,1,Meal Plan 1,0,Room_Type 1,22,Offline,8/21/2017,Not_Canceled
2,1,2,Meal Plan 1,0,Room_Type 1,0,Offline,6/13/2018,Not_Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,40,Offline,12/31/2017,Not_Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,133,Offline,4/14/2018,Not_Canceled
2,0,1,Meal Plan 1,0,Room_Type 1,41,Offline,12/27/2018,Not_Canceled
2,0,1,Meal Plan 1,0,Room_Type 1,27,Offline,5/18/2018,Not_Canceled
2,2,5,Meal Plan 1,0,Room_Type 1,189,Offline,10/19/2018,Not_Canceled
2,1,4,Meal Plan 2,0,Room_Type 2,34,Offline,10/26/2017,Not_Canceled
4,2,1,Meal Plan 1,0,Room_Type 6,83,Offline,2/28/2018,Not_Canceled
1,0,3,Meal Plan 1,0,Room_Type 1,151,Offline,1/19/2018,Not_Canceled
2,0,2,Meal Plan 2,0,Room_Type 1,39,Offline,8/14/2017,Not_Canceled
3,2,1,Meal Plan 2,0,Room_Type 1,1,Offline,8/15/2017,Not_Canceled
1,0,1,Meal Plan 1,0,Room_Type 1,15,Offline,12/27/2018,Not_Canceled
2,1,4,Meal Plan 1,0,Room_Type 1,148,Offline,12/30/2017,Not_Canceled
2,0,2,Meal Plan 2,0,Room_Type 1,30,Offline,9/30/2017,Not_Canceled
2,0,3,Meal Plan 1,0,Room_Type 1,35,Offline,10/20/2018,Not_Canceled
1,1,1,Not Selected,0,Room_Type 1,3,Offline,6/27/2018,Not_Canceled
2,2,3,Meal Plan 1,0,Room_Type 1,48,Offline,1/17/2018,Not_Canceled
1,0,2,Meal Plan 2,0,Room_Type 1,346,Offline,9/13/2018,Not_Canceled
